date,A000020,A000040,A000050,A000060,A000070,A000080,A000100,A000120,A000140,A000150,A000180,A000210,A000220,A000230,A000240,A000250,A000270,A000300,A000320,A000370,A000390,A000400,A000430,A000440,A000480,A000490,A000500,A000520,A000540,A000590,A000640,A000650,A000660,A000670,A000680,A000700,A000720,A000760,A000810,A000850,A000860,A000880,A000890,A000910,A000950,A000970,A000990,A001000,A001020,A001040,A001060,A001070,A001080,A001120,A001130,A001140,A001200,A001210,A001230,A001250,A001260,A001270,A001290,A001340,A001360,A001380,A001390,A001420,A001430,A001440,A001450,A001460,A001470,A001500,A001510,A001520,A001530,A001540,A001550,A001560,A001570,A001620,A001630,A001680,A001720,A001740,A001750,A001770,A001780,A001790,A001800,A001810,A001820,A001840,A001880,A001940,A002020,A002030,A002070,A002100
2015-03-05,6410,8399,17050,12550,87000,23050.0,29680,170500,12300,96103,2280,67600,9200,16157,23750,10150.0,46900,1345,22850,4580,14250,2984,6010,5820,107000,10200,25150,5556,4170,86200,125500,61900,45500,1281000,4100,9880,53800,29700,256500,68400,53700,31031,1255,4450,42300,8740,7300,7100,14718,154646,13033,12340,21150,36350,184000,1438,2195,20674,6460,5766,69976,18250,1383,2169,3326,1660,17350,2705,34400,6000,26600,297500,35250,10850,951,1455,75473,14900.0,14000,8290.0,1490,2324,62200,39050,58600,9200,7620,14684,5410.0,25800,48287,2800,4300,4060,21200,10280,28600,150000,4863,5090
2015-03-06,6510,8460,16750,12300,86200,22900.0,29092,168500,12600,98466,2236,67800,9220,16339,23100,10350.0,48000,1335,23300,4492,14200,2963,5980,5950,105500,10150,25150,5480,4190,85500,134000,60500,46200,1272000,4100,9740,52900,28700,258000,67900,52900,32636,1255,4595,41150,8600,7190,7380,14096,153703,13251,12460,21250,36700,189000,1276,2290,21170,6660,5745,69976,18300,1420,2191,3389,1655,17500,2675,34200,6000,26150,292000,39450,11300,989,1490,75657,15550.0,13200,8270.0,1480,2316,61500,41400,58700,9160,7690,14328,5260.0,25300,48336,2780,4340,4000,20450,10560,27950,149000,4570,5110
2015-03-09,6500,8430,16700,12100,83700,22900.0,29008,170500,12700,96103,2202,68100,9200,16567,22500,10500.0,47750,1380,22700,4428,14200,2886,5980,5740,106000,10150,25000,5499,4135,83700,137500,60600,45100,1264000,4130,9510,52700,26600,263500,67400,52000,32442,1240,4585,40100,8620,7100,6940,14115,153703,12945,12420,21300,36150,186000,1251,2280,21269,6470,5617,69976,18250,1358,2164,3549,1670,17850,2715,34000,6000,26250,287000,40000,11050,956,1480,74278,15150.0,13100,8310.0,1450,2244,60000,41400,57600,9060,7600,14506,5270.0,25700,46666,2755,4145,3985,20000,10380,27500,148000,4318,5020
2015-03-10,6470,8796,16750,12100,84500,22500.0,28924,166000,12450,94922,2172,67000,8900,16476,22900,10600.0,47450,1410,23550,4331,13800,2877,5960,5570,105500,9900,24850,5451,4150,84200,136000,60900,44150,1250000,4140,8710,50700,24500,260500,65300,50100,32199,1210,4450,40100,8480,6620,6360,14058,151346,12858,11860,20800,36200,186500,1272,2250,21120,6460,5646,69976,18050,1296,2106,3457,1745,17900,2995,33700,6000,25900,281000,41750,10850,937,1420,74002,15100.0,13550,8430.0,1460,2252,60200,40900,57200,8760,7490,14239,5200.0,25300,46568,2795,4150,3940,18800,10500,27350,147500,4947,4965
2015-03-11,6640,8704,16700,11950,84000,21550.0,28587,163500,12250,94528,2172,67000,8960,16294,22650,10400.0,47300,1415,23550,4404,13600,2890,5870,5370,103000,10100,24500,5451,4160,82800,140000,61000,43400,1255000,4340,8700,49900,25150,244000,65500,47700,32490,1210,4370,40250,9600,6720,5410,13832,147102,12770,11300,20550,35500,186500,1276,2210,21219,6260,5631,69976,18150,1321,2138,3457,1715,18000,2790,32700,6000,25400,289000,41050,10650,934,1210,73083,15500.0,13300,8410.0,1455,2290,59000,40550,56900,8330,7300,14506,5020.0,25700,45389,2800,4125,3880,18900,10400,26900,147000,4297,4925
2015-03-12,6720,8368,16100,12300,82600,21650.0,28335,164000,12000,92558,2172,68400,9080,16020,22300,10950.0,46850,1380,24300,4384,13750,2869,5780,5340,102500,10250,23900,5461,4080,83800,145000,60000,43250,1226000,4335,9370,49500,23750,255500,67300,49000,30691,1230,4285,40300,9750,6790,4600,13775,146631,12814,12400,20800,35450,186000,1243,2235,21219,6280,5653,69976,18100,1346,2178,3769,1690,18150,2745,33050,6000,25700,310000,40850,10800,942,1225,73542,15600.0,13150,8540.0,1465,2303,62000,39500,58200,8300,7480,14194,5270.0,25700,45929,2870,4220,3945,19750,10520,26450,149000,4234,4980
2015-03-13,6770,8430,17100,11950,85400,21700.0,29512,176000,12500,92952,2192,68500,9120,16796,22450,11650.0,46350,1380,23900,4404,13900,2539,5890,5380,107500,10250,24500,5556,4200,83500,145500,60200,44100,1271000,4390,9360,49650,23900,252000,68100,48600,32199,1205,4425,40400,9950,6650,4800,13586,152288,13033,12780,21350,37000,184000,1235,2240,20971,6300,5681,69976,18150,1339,2173,3811,1660,18200,2660,33500,6000,25350,311000,46950,10900,942,1320,74462,15700.0,12850,8500.0,1495,2320,66500,40850,59700,8220,7500,14506,5250.0,25050,47992,2915,4275,3945,19550,10460,27150,147000,4192,5000
2015-03-16,6900,8460,17350,11900,86700,22250.0,29344,174000,12600,91377,2192,65800,9580,16796,22650,11850.0,46100,1355,24150,4360,13750,2526,5950,5370,106000,10150,24750,5556,4210,81500,143000,61200,45800,1273000,4370,9550,47850,24350,251500,68900,47800,30593,1175,4390,41000,11400,6570,4380,13718,156532,13033,13000,21750,37950,189000,1231,2225,20872,6310,5624,69976,18100,1321,2160,3819,1635,18650,2620,33550,6000,25450,309500,48500,10750,929,1315,76484,15200.0,12600,8500.0,1580,2341,69900,40750,62400,8270,7410,14417,5210.0,25150,48877,2930,4260,3855,19900,10480,27000,145500,4188,4995
2015-03-17,6900,8430,17500,11950,87500,22450.0,29596,175000,12700,92165,2216,68000,9350,16567,22900,12050.0,47350,1345,23700,4404,14000,2518,6020,5480,108000,10250,24800,5528,4190,81700,146000,61500,46250,1266000,4365,9420,50400,23900,257500,68600,48400,32101,1180,4390,41300,11700,6550,4090,13737,157003,13076,12680,21700,37450,188500,1202,2340,20872,6340,5653,69976,18000,1495,2133,3878,1620,18550,2630,32700,6000,25550,309500,50000,11400,979,1245,75932,15850.0,12850,8500.0,1670,2337,69800,40950,61600,8330,7600,13571,5460.0,25150,50694,2920,4250,3895,21950,10500,27650,147000,4318,5000
2015-03-18,7040,8338,17100,12000,87600,22550.0,30101,172500,12950,94134,2074,66600,9240,16430,22500,11550.0,47550,1375,23300,4404,13800,2518,6160,5600,107000,10250,24850,5518,4100,79200,149000,60000,46250,1246000,4410,9730,49800,23900,264000,69200,48000,31274,1205,4335,41600,11700,6700,4140,13794,158418,12989,13000,21000,35700,188000,1206,2365,22062,6090,5589,69976,17950,1489,2106,4022,1700,18300,2585,33450,6000,25800,307500,49650,11550,975,1255,76116,15550.0,12400,8500.0,1690,2252,66300,41550,60300,8330,7650,13616,5350.0,24750,52168,2880,4200,3960,21500,10500,27250,146000,4297,4970
2015-03-19,7040,8033,17550,12150,88100,22600.0,31026,170000,12800,96891,2079,66600,9530,17161,22150,11750.0,47350,1360,23400,4404,13950,2432,6200,5620,107500,10050,24900,5509,4085,79200,161000,59600,46400,1240000,4465,9980,51500,27450,258000,69500,48500,32101,1185,4345,41550,13450,6920,4760,13737,162661,13251,13740,20650,35850,187500,1210,2440,21963,6090,5610,69976,17950,1464,2120,4241,1650,18050,2595,32700,6000,25300,304000,50500,11750,998,1250,76392,15750.0,12500,8420.0,1620,2273,72000,41000,61100,8290,7900,13215,5380.0,24600,52856,2875,4245,4040,22550,10380,27950,148000,4255,4980
2015-03-20,7250,8246,18800,12000,87600,22400.0,31110,187500,12650,98466,2054,65300,9830,15974,21000,12900.0,47000,1380,23000,4296,14000,2466,6130,5730,109500,10050,25250,5509,4050,77500,170000,59600,46850,1241000,4595,9620,50600,26350,261500,69100,48700,33755,1175,4345,41700,15450,6680,5020,13888,162190,13995,13820,21150,35900,186000,1243,2465,21864,6110,5560,69976,18000,1458,2156,4367,1645,17900,2625,31550,6000,24900,303000,50750,11750,1003,1245,76484,16100.0,13000,8590.0,1590,2193,75400,41900,60200,8230,7890,13260,5380.0,24350,52659,2925,4220,3990,22350,10380,29800,147000,4184,5040
2015-03-23,7680,8277,19000,11700,91900,22100.0,30269,187000,12500,94922,2182,66000,9890,16111,21750,12350.0,46600,1370,24500,4370,15100,2475,6240,5650,109500,10050,25450,5547,4060,78900,160500,58000,48150,1250000,4535,9040,51300,30300,266500,68000,51700,34776,1185,4350,41500,17750,6180,4340,13850,159361,13951,13980,22250,36550,190000,1260,2575,22310,6250,5546,69976,18050,1476,2156,4924,1695,17700,2640,32550,6000,24800,302500,48500,11950,1017,1250,76392,16000.0,13000,8500.0,1605,2168,72800,41450,61400,8340,7940,13527,5350.0,24550,54231,2950,4270,4035,22950,10400,29900,147500,4087,5030
2015-03-24,7770,8704,19250,11800,91600,22200.0,31278,190000,12600,95709,2211,65400,10100,16020,21200,12250.0,46000,1375,24700,4335,15450,2449,6250,5740,113000,10000,26600,5939,4150,79800,159000,57100,48000,1248000,4540,9130,51700,31250,270000,68300,52500,35020,1205,4405,42100,18600,6300,4390,13681,162190,13864,14260,23650,37050,190000,1251,2780,22013,6240,5503,69976,18150,1539,2138,4924,1700,17700,2720,33200,6000,24850,301500,46100,12000,1031,1270,76300,16100.0,12850,8490.0,1600,2193,72400,41600,61700,8220,8030,13260,5140.0,24200,53887,2905,4270,4125,22900,10300,30500,153500,4125,5000
2015-03-25,7680,8674,20050,11450,92300,22200.0,31530,195500,12500,93740,2265,63700,10050,15974,21000,12450.0,45100,1395,25000,4355,15500,2453,6270,6030,112500,10050,27900,5834,4160,80800,163500,58200,48300,1254000,4520,9430,51000,31900,264500,71400,52700,34485,1210,4900,42150,18200,6330,4320,13907,165490,14126,14560,23200,37050,188500,1285,3000,21963,6230,5539,69976,18100,1539,2098,5143,1655,17650,2685,33850,6000,24700,299500,42050,12100,1054,1295,76760,15950.0,12700,8480.0,1625,2248,71100,43250,61800,8430,8050,13482,5460.0,24700,54084,2930,4270,4140,22900,10300,33150,158500,4104,5090
2015-03-26,7790,8643,18750,11450,93000,21850.0,31446,195500,12400,92165,2285,63200,9820,15928,21600,12650.0,45250,1385,25850,4404,15900,2453,6350,5980,113500,10050,27700,5910,4175,80300,156500,59300,47000,1262000,4470,9430,49700,33150,269000,71800,54000,34047,1190,4735,41650,18700,6110,4070,13869,165019,13951,15400,23350,36950,190000,1343,3015,21517,6290,5546,69976,18000,1495,2084,5396,1630,17300,2720,34850,6000,25100,300000,41400,11750,1017,1345,76852,15650.0,12700,8500.0,1635,2231,68200,42150,61300,8260,7870,13304,5660.0,24400,54870,2890,4265,4040,21750,10300,32750,161000,4125,5160
2015-03-27,7470,8460,18950,11400,92600,21950.0,31278,191000,12300,91377,2487,61400,9860,15746,21150,12250.0,45400,1330,26950,4468,15800,2462,6430,6160,111000,10000,27450,5882,4170,79000,171000,58500,45800,1260000,4345,9170,49050,36800,265000,74300,53100,34095,1230,4625,41500,17700,5830,3860,13775,162190,14388,15440,24750,36350,192000,1343,2905,20823,6300,5503,69976,18050,1439,2089,5514,1645,16900,2675,34450,6000,24900,301000,37150,11550,1003,1340,79793,15300.0,13350,8590.0,1635,2193,68300,42200,61700,8200,7930,12993,5600.0,24300,55656,2890,4240,4095,21700,10320,32650,162500,4134,5430
2015-03-30,7500,8582,19400,11350,92900,22050.0,30942,197000,12450,90983,2580,63200,10100,16294,20950,12250.0,45250,1335,30350,4531,17800,2462,6390,6200,113500,10050,27250,5901,4125,77600,169000,60700,45500,1245000,4770,9510,50100,35600,262000,76200,58500,35603,1265,4780,41950,18100,5920,3750,13983,167847,14170,15880,23900,37250,188000,1384,3340,20674,5890,5496,69976,18050,1551,2084,5413,1695,17450,2770,34500,6000,24650,303500,37700,12250,1073,1335,81724,15300.0,13450,8480.0,1665,2210,69200,42000,61300,8250,8170,12859,5700.0,24400,56000,2905,4245,4180,21350,10420,31800,159000,4276,5450
2015-03-31,7510,8704,19400,11400,92000,22200.0,31446,195000,12600,91771,2752,64600,10050,16294,21100,11900.0,45200,1385,30550,4551,17800,2509,6420,6500,112500,10350,27200,5872,4275,80000,168000,63000,45550,1242000,4890,9430,50400,32700,267500,79400,59600,35360,1255,4770,42200,16950,5990,4150,13907,165961,14301,15880,24400,37650,186000,1343,3440,20872,6010,5546,69976,18100,1688,2084,5345,1945,17450,2770,33350,6000,24800,304500,37100,12350,1129,1340,81816,14950.0,13500,8470.0,1650,2273,68200,41900,63000,8160,8300,12592,5860.0,24400,56884,2950,4270,4155,20800,10460,32000,167500,4297,5650
2015-04-01,7670,9285,20000,12000,91000,22100.0,33632,195000,12650,85469,2782,63700,10600,17115,20300,12400.0,44250,1380,30700,4551,18200,2530,6460,6420,109000,10450,26650,5996,4270,80300,166000,62700,45000,1238000,4805,9270,49200,32800,258500,77000,60700,35360,1265,5160,42000,18000,5880,3730,14454,163604,14301,15740,25150,37250,187000,1368,3640,20922,5910,5503,69976,18150,1769,2084,5286,2030,17450,2735,33200,6000,25000,305000,36100,12550,1190,1330,82551,16950.0,13500,8350.0,1650,2257,67600,42900,62300,8040,8370,12726,5860.0,24850,59192,3200,4240,4415,22100,10440,33850,170500,4591,5640
2015-04-02,7560,9163,20350,12300,91000,22650.0,33548,191500,12800,88226,2968,64100,10600,16933,21100,12000.0,44300,1420,30600,4585,18200,2573,6450,6140,111500,10600,26900,6092,4400,80000,174000,61800,44800,1245000,4795,9160,49200,31250,258000,77400,60300,34339,1290,5290,44200,15750,5880,3700,14737,171148,14607,15540,25550,36050,189000,1355,3750,20376,5860,5567,69976,17950,1676,2089,6079,1970,18650,2690,33650,6000,24900,304500,35050,12400,1195,1285,83471,16200.0,13500,8580.0,1775,2252,70100,44500,61600,7980,8360,12904,6400.0,25550,58849,3315,4220,4405,21800,10500,34500,167500,4507,5710
2015-04-03,7520,9132,20500,12350,91000,22850.0,33044,192500,12750,87832,3411,66700,10450,16841,20850,12000.0,44700,1425,30600,4619,17600,2578,6500,6230,113000,10550,26750,5968,4575,88000,169000,62200,44200,1236000,4695,9250,50800,31250,261000,77000,58400,34825,1285,5360,45000,15350,5920,3810,15473,175391,14345,15380,26000,36950,187500,1372,4310,20426,5880,5681,69976,18950,1838,2093,6113,1975,18700,2735,34650,6000,25150,318500,38100,13200,1364,1270,84114,16500.0,13300,8650.0,1800,2307,69800,43850,62400,8020,8650,13215,6990.0,25700,61059,3270,4190,4435,22100,10560,35400,173000,4674,5810
2015-04-06,7510,9102,20750,12450,90600,23950.0,32791,189500,12800,83893,3411,69500,10400,16613,20400,12700.0,44050,1490,31450,4737,18400,2612,6340,6090,112000,10600,27200,5872,4605,87000,168500,61500,44750,1234000,4660,9950,54900,32500,258500,79200,58500,36819,1260,5310,44300,17450,6140,3670,15379,175391,14301,15320,25350,36750,193000,1372,4460,20575,5900,5710,69976,18750,1844,2169,6020,1970,18550,2780,35050,6000,24850,333500,38900,13150,1415,1320,84574,15450.0,13200,8600.0,1905,2269,73500,45450,62900,7890,8630,13215,7430.0,26150,59192,3610,4185,4390,23000,11400,34650,181000,4653,5800
2015-04-07,7540,9132,21050,12400,90900,23750.0,32960,188500,12750,86650,3544,69600,10700,16841,20650,12550.0,44100,1450,31450,4703,17800,2608,6280,6180,112500,10600,27700,5929,4600,86700,165000,61000,43950,1239000,4625,10200,55300,31550,259000,77000,55900,37014,1280,5250,43950,17750,6260,3760,15530,175391,14607,15480,26150,36350,196500,1355,4460,21120,6080,5710,69976,18550,1788,2214,6922,1945,18100,2885,35450,6000,24350,338000,38450,13050,1406,1345,83654,15400.0,13250,8580.0,1880,2290,74600,45000,62600,7880,8700,13482,7380.0,25600,58947,3780,4290,4300,23250,11420,33800,182500,4758,5790
2015-04-08,7840,9040,21200,12700,93000,24100.0,33632,187000,12750,88620,3485,70300,10400,16065,20500,12250.0,44000,1420,29950,4712,17400,2599,6330,6240,113000,10450,27600,5996,4615,85000,167500,62600,42600,1248000,4620,9980,56000,31050,260000,79400,56200,38959,1280,5280,42900,17700,6010,3780,15568,175863,14563,15380,26400,38100,198500,1380,4560,21120,6310,5731,69976,18600,1882,1883,7664,1970,18550,2905,35500,6000,23950,338000,38950,13550,1584,1365,82092,15050.0,13250,8580.0,1885,2362,75100,44350,61800,7930,8960,13171,7530.0,25400,59487,4190,4930,4360,22450,11460,33600,182000,4674,5800
2015-04-09,8620,8918,21300,12800,93000,24150.0,33464,192500,12850,93346,3465,69500,11100,16294,20750,12800.0,44100,1430,30350,4751,17200,2522,6340,6360,114500,10400,28050,6494,4660,88000,176500,68800,41900,1255000,4585,9990,55600,31600,262000,78900,54600,39105,1280,5030,42900,19200,6130,3680,16681,173034,15044,15400,26200,38400,205000,1409,4655,21467,6310,5710,69976,18700,1882,1865,7757,1965,18400,2860,34650,6000,24000,334500,40000,13700,1636,1355,82643,15450.0,13350,8660.0,1825,2379,77000,45300,60600,7890,8820,13349,7460.0,25800,59438,4190,4845,4260,21850,11400,36800,177500,4695,5750
2015-04-10,8680,9376,21500,12850,96800,24200.0,33212,192000,13100,92165,3430,69300,11250,16339,20650,12750.0,45050,1445,30800,4830,17500,2505,6490,6410,116500,10400,28100,6666,4725,88300,174500,69100,43600,1261000,4705,10500,55400,31400,264000,78600,54500,39154,1300,5060,42900,19600,6030,3790,15152,173977,15438,15080,25900,39250,210000,1409,4690,21219,6400,5795,69976,19200,1944,1892,7782,1960,18450,2905,35300,6000,25000,336000,40100,14550,1781,1445,82551,15750.0,13150,8970.0,1830,2413,77800,44600,62000,8180,9210,14061,7100.0,25600,60126,4680,4800,4285,24850,11400,36800,183000,4632,5750
2015-04-13,8610,9254,21250,13600,96900,23950.0,33716,188500,13000,91771,3534,75500,11050,16613,20450,12750.0,44950,1485,29900,4849,18300,2757,6430,6460,116500,10550,28250,6742,4705,85800,168500,79400,44200,1262000,4695,11200,58500,30800,267000,75600,55200,41634,1360,5080,43900,19450,6250,3940,15152,169733,16138,14960,25000,38950,206000,1351,4690,21418,6810,5823,69976,21250,2231,1856,7698,1980,18700,2845,34750,6000,25450,333500,37500,15450,1781,1500,82275,15500.0,13450,9020.0,1900,2430,75200,44400,64800,8160,10550,13972,7160.0,25800,60912,4820,4800,4315,24950,11480,36700,176000,4821,5750
2015-04-14,8910,9132,22950,14500,100500,24000.0,33296,188000,12950,96497,3273,76000,10550,16430,20750,12200.0,47000,1460,28950,4933,17500,2839,6430,6360,118000,11150,28000,6398,4700,88500,163500,91300,44000,1266000,4650,11100,58100,29250,279000,75200,52500,40564,1325,5040,41900,19450,6130,4530,15190,173034,15394,14940,25300,39150,200000,1347,4365,21616,6810,5852,69976,20800,2106,1874,7504,2275,18950,2790,34650,6000,25950,331500,36750,15050,1729,1445,80897,14700.0,13550,8900.0,1900,2354,74000,44950,63000,8210,10150,13927,6880.0,26700,59684,4540,4820,4175,24500,11480,36400,177000,5240,5800
2015-04-15,9050,9163,24050,14000,108500,23800.0,33464,193000,13150,94922,3347,77800,10800,16887,20850,12150.0,47300,1435,29900,4893,17400,2757,6390,6400,118000,11200,27800,6541,4680,94400,168000,104500,44300,1259000,4510,10850,58300,29850,276500,75900,51500,40905,1315,5400,42200,18850,6140,4340,15964,178220,17056,15000,25200,38750,215500,1384,4470,21814,6830,6008,69976,20850,2143,1883,7597,2150,18600,2835,34850,6000,25650,342500,38100,15200,1739,1490,80621,14950.0,13850,8900.0,1890,2489,74900,45500,63000,8300,10400,13927,7050.0,26950,60715,4640,4980,4225,25900,11380,35850,180000,5115,5840
2015-04-16,8930,9040,24150,14100,113500,24200.0,34893,192500,13550,97679,3180,77600,10700,17252,21000,12300.0,46750,1425,30050,5011,17200,2783,6420,6400,115500,11200,28300,6723,4600,91700,168500,96500,44500,1265000,4510,11900,58900,30350,279500,74600,53000,39981,1310,5300,42450,18550,6180,3780,15832,187650,17800,14840,25250,38750,212500,1426,4400,21913,6880,5951,69976,20450,2075,1910,7546,2050,18800,2815,36250,6000,25850,352500,38050,15000,1692,1440,80805,14950.0,13850,8890.0,1880,2476,75600,46900,64900,8310,10050,13927,7050.0,26700,61992,4420,4905,4165,28000,11740,35900,176000,5198,5810
2015-04-17,8820,8552,24650,14100,119500,24600.0,37836,205500,14150,95709,3362,77700,11550,17161,20850,12900.0,47500,1450,29900,4884,17400,2792,6410,6520,117500,11900,28200,7565,4575,91400,169000,110500,44550,1289000,4520,11900,57300,30050,279500,74000,52500,39932,1350,5140,44900,17950,6110,3770,18191,188593,19680,14980,25800,39000,213500,1401,4515,21814,6700,5873,69976,20200,2031,1964,8600,2070,19050,2910,37000,6000,26050,367000,38250,14700,1678,1445,80897,15700.0,13600,9040.0,1935,2442,76300,47150,64600,8170,9710,13972,6930.0,27000,64252,4200,4930,4155,28450,11600,36700,176500,5031,5890
2015-04-20,8900,8338,24850,14000,119000,24550.0,38677,208000,14050,94528,3273,82000,13250,17708,20750,13000.0,47850,1420,28750,4796,17300,2719,6460,6420,117000,11900,27700,8120,4570,89000,165500,127000,44250,1275000,4540,12200,57200,29600,285500,74300,50900,42170,1325,5240,46950,17400,6010,3880,20851,184349,22611,14900,25200,39400,210500,1355,4555,21021,6710,5902,33256,19750,2050,2040,8600,2075,18800,2860,35800,6000,26100,394000,40000,14650,1781,1455,82827,16000.0,13050,8810.0,1950,2366,78500,46500,63800,8490,9660,13794,6560.0,27450,64645,4105,4855,4215,28600,11380,36800,170500,5157,5880
2015-04-21,8820,8552,26350,13800,110500,24300.0,39182,199500,14100,96497,3371,84500,13100,17617,20800,12700.0,47900,1430,28700,4796,17250,2706,6470,6250,117000,12000,27700,7852,4535,90300,163500,126000,45150,1259000,4535,11750,57100,29950,275000,77600,51500,41148,1310,5180,46500,19200,5970,3830,23965,181992,25978,15560,25500,38000,209000,1426,4415,21318,6500,5823,31870,19700,1969,2085,8246,2065,19350,2855,36700,6000,25950,390500,39100,14350,1729,1450,84390,16650.0,13000,9000.0,2050,2434,76600,46800,62400,8400,9610,13972,6690.0,26850,63810,4065,4805,4180,27700,11260,37700,168000,5031,5830
2015-04-22,8750,8094,25050,13700,108000,23950.0,37752,197500,13950,95316,3283,86900,11850,17161,20600,12450.0,47600,1375,30400,4864,16700,2757,6470,6260,116000,11950,27050,7842,4630,90300,160000,107500,45250,1256000,4540,11650,57300,29500,275000,77800,50000,41099,1280,5090,44700,17750,6730,3650,24059,185764,27684,15200,25150,38250,209000,1355,4420,21071,6370,5823,27263,19500,1994,2090,8086,2000,18700,2830,36300,6000,25700,384000,38450,14700,1706,1425,85953,19100.0,12600,8810.0,2070,2379,76500,46750,62300,8320,9530,13749,6240.0,26850,64252,4410,4705,4130,27050,11240,40050,159500,5198,5740
